system:index,b1,b2,b3,.geo
910,32,153,138,"{""type"":""Point"",""coordinates"":[20.32693929096044,44.89166938198702]}"
911,248,144,48,"{""type"":""Point"",""coordinates"":[20.44045403897798,44.79624209155215]}"
912,197,110,63,"{""type"":""Point"",""coordinates"":[20.46983781627359,44.82813218258067]}"
913,64,6,84,"{""type"":""Point"",""coordinates"":[20.315001143360522,44.740849864569164]}"
914,107,201,99,"{""type"":""Point"",""coordinates"":[20.535074823621873,44.798851064786135]}"
915,28,124,121,"{""type"":""Point"",""coordinates"":[20.330273408103988,44.73676787218188]}"
916,69,1,84,"{""type"":""Point"",""coordinates"":[20.496543240280364,44.86100578509227]}"
917,111,195,95,"{""type"":""Point"",""coordinates"":[20.508715998006846,44.79596911439832]}"
918,36,135,141,"{""type"":""Point"",""coordinates"":[20.29392986819313,44.74476776057551]}"
919,36,137,135,"{""type"":""Point"",""coordinates"":[20.316080694228166,44.83608821411716]}"
920,52,96,141,"{""type"":""Point"",""coordinates"":[20.53024703600481,44.77058531799473]}"
921,251,141,42,"{""type"":""Point"",""coordinates"":[20.455365791257787,44.805699788950754]}"
922,195,184,21,"{""type"":""Point"",""coordinates"":[20.35455289281382,44.85117364293721]}"
923,151,216,62,"{""type"":""Point"",""coordinates"":[20.343195086015584,44.834210271641076]}"
924,111,169,31,"{""type"":""Point"",""coordinates"":[20.34819207484165,44.849502165320274]}"
925,32,138,143,"{""type"":""Point"",""coordinates"":[20.362612589151595,44.74297034046087]}"
926,104,202,95,"{""type"":""Point"",""coordinates"":[20.36638776065352,44.86718635512771]}"
927,69,1,84,"{""type"":""Point"",""coordinates"":[20.397482065310108,44.793793137649054]}"
928,36,135,141,"{""type"":""Point"",""coordinates"":[20.42583368171677,44.87446340785046]}"
929,36,135,141,"{""type"":""Point"",""coordinates"":[20.379595365471637,44.747777936512605]}"
930,36,135,141,"{""type"":""Point"",""coordinates"":[20.307687707310762,44.78395325418126]}"
931,129,191,45,"{""type"":""Point"",""coordinates"":[20.49344740048507,44.772452888699654]}"
932,37,134,141,"{""type"":""Point"",""coordinates"":[20.410407219515974,44.87090572031782]}"
933,124,198,82,"{""type"":""Point"",""coordinates"":[20.495421735258535,44.765286793447295]}"
934,37,134,141,"{""type"":""Point"",""coordinates"":[20.432129858515953,44.88062700017528]}"
935,36,135,141,"{""type"":""Point"",""coordinates"":[20.397333143451068,44.75952608509954]}"
936,197,193,34,"{""type"":""Point"",""coordinates"":[20.41003766104771,44.80503909303569]}"
937,65,144,58,"{""type"":""Point"",""coordinates"":[20.367527643944754,44.86534157291301]}"
938,36,135,140,"{""type"":""Point"",""coordinates"":[20.51108388804868,44.73382394805263]}"
939,85,169,75,"{""type"":""Point"",""coordinates"":[20.285534493344322,44.83990129130074]}"
940,250,143,38,"{""type"":""Point"",""coordinates"":[20.481691415947278,44.81848037388015]}"
941,68,183,133,"{""type"":""Point"",""coordinates"":[20.33172174544567,44.732271228117206]}"
942,31,153,137,"{""type"":""Point"",""coordinates"":[20.31204312391778,44.87886546259305]}"
943,117,114,10,"{""type"":""Point"",""coordinates"":[20.494053060033398,44.77889705834568]}"
944,47,123,106,"{""type"":""Point"",""coordinates"":[20.446512201809245,44.73588094433137]}"
945,36,135,141,"{""type"":""Point"",""coordinates"":[20.30638449863302,44.739444300347714]}"
946,217,215,38,"{""type"":""Point"",""coordinates"":[20.50475608255912,44.84701641688444]}"
947,54,96,140,"{""type"":""Point"",""coordinates"":[20.544536652229507,44.78153577357866]}"
948,69,1,84,"{""type"":""Point"",""coordinates"":[20.54574832321049,44.838186813869484]}"
949,164,153,12,"{""type"":""Point"",""coordinates"":[20.357462463063957,44.84978504961942]}"
950,36,135,141,"{""type"":""Point"",""coordinates"":[20.298242420865215,44.86826148071956]}"
951,225,215,30,"{""type"":""Point"",""coordinates"":[20.458231517664835,44.87350090339409]}"
952,67,154,144,"{""type"":""Point"",""coordinates"":[20.547863895384616,44.840923408737716]}"
953,36,132,142,"{""type"":""Point"",""coordinates"":[20.39440406967227,44.75869544122549]}"
954,42,116,141,"{""type"":""Point"",""coordinates"":[20.557399748066874,44.887913549933295]}"
955,69,1,84,"{""type"":""Point"",""coordinates"":[20.571056805864544,44.84970433488687]}"
956,39,117,139,"{""type"":""Point"",""coordinates"":[20.28017099674601,44.7511034674536]}"
957,108,61,39,"{""type"":""Point"",""coordinates"":[20.388491836225363,44.782326879863625]}"
958,222,213,23,"{""type"":""Point"",""coordinates"":[20.464907419203627,44.79393402587501]}"
959,36,135,141,"{""type"":""Point"",""coordinates"":[20.41455434071417,44.864924536673094]}"
960,227,212,39,"{""type"":""Point"",""coordinates"":[20.42586991506325,44.83640155420824]}"
961,44,51,97,"{""type"":""Point"",""coordinates"":[20.40478359001181,44.85730250366114]}"
962,112,202,78,"{""type"":""Point"",""coordinates"":[20.31145623347156,44.83224981233169]}"
963,178,166,27,"{""type"":""Point"",""coordinates"":[20.460562898907114,44.78953418548363]}"
964,32,137,138,"{""type"":""Point"",""coordinates"":[20.562900469481843,44.85679044418973]}"
965,37,172,131,"{""type"":""Point"",""coordinates"":[20.38808826314827,44.788089414330514]}"
966,36,135,141,"{""type"":""Point"",""coordinates"":[20.309940259621644,44.76869075734353]}"
967,112,188,97,"{""type"":""Point"",""coordinates"":[20.46936489445688,44.76664863316151]}"
968,36,135,142,"{""type"":""Point"",""coordinates"":[20.432450114468374,44.87821180132912]}"
969,111,158,35,"{""type"":""Point"",""coordinates"":[20.496180240575566,44.773522648022045]}"
970,163,151,19,"{""type"":""Point"",""coordinates"":[20.351013941343545,44.805803674154824]}"
971,35,136,141,"{""type"":""Point"",""coordinates"":[20.37263350772005,44.74711769700934]}"
972,31,152,137,"{""type"":""Point"",""coordinates"":[20.31938606427369,44.80325085821428]}"
973,66,146,56,"{""type"":""Point"",""coordinates"":[20.41869934367799,44.736739570083756]}"
974,34,136,140,"{""type"":""Point"",""coordinates"":[20.565756960360662,44.858422396979655]}"
975,37,134,143,"{""type"":""Point"",""coordinates"":[20.300122217713533,44.74591026871425]}"
976,78,1,87,"{""type"":""Point"",""coordinates"":[20.54007952605992,44.82471508341722]}"
977,74,161,65,"{""type"":""Point"",""coordinates"":[20.459478094435003,44.7721101266114]}"
978,34,137,139,"{""type"":""Point"",""coordinates"":[20.503764060929267,44.87951739029425]}"
979,36,135,141,"{""type"":""Point"",""coordinates"":[20.300811130913644,44.868302818978016]}"
980,36,135,141,"{""type"":""Point"",""coordinates"":[20.36755078891743,44.743539768445345]}"
981,36,135,141,"{""type"":""Point"",""coordinates"":[20.452857195456023,44.845066384950435]}"
982,151,220,61,"{""type"":""Point"",""coordinates"":[20.433091832699482,44.74106402218168]}"
983,36,135,141,"{""type"":""Point"",""coordinates"":[20.28857890810518,44.733899746449694]}"
984,35,136,141,"{""type"":""Point"",""coordinates"":[20.47365210984112,44.84032048339879]}"
985,251,141,42,"{""type"":""Point"",""coordinates"":[20.455220658922112,44.805667420342786]}"
986,64,188,115,"{""type"":""Point"",""coordinates"":[20.394870933903274,44.78718090704886]}"
987,35,136,141,"{""type"":""Point"",""coordinates"":[20.570497038656594,44.86727879987027]}"
988,36,135,141,"{""type"":""Point"",""coordinates"":[20.478866172462183,44.88919448867004]}"
989,39,140,80,"{""type"":""Point"",""coordinates"":[20.523857717147756,44.7870072387821]}"
990,36,135,141,"{""type"":""Point"",""coordinates"":[20.34368138112601,44.82892633439991]}"
991,165,219,47,"{""type"":""Point"",""coordinates"":[20.49495263547838,44.84391753852406]}"
992,151,216,64,"{""type"":""Point"",""coordinates"":[20.447492474587364,44.89033777348992]}"
993,39,170,128,"{""type"":""Point"",""coordinates"":[20.53968428346103,44.7496669617409]}"
994,225,215,31,"{""type"":""Point"",""coordinates"":[20.39525834212974,44.79583949410097]}"
995,102,54,44,"{""type"":""Point"",""coordinates"":[20.419156960404315,44.84272520086488]}"
996,151,216,64,"{""type"":""Point"",""coordinates"":[20.448517020464514,44.8720875786006]}"
997,213,216,54,"{""type"":""Point"",""coordinates"":[20.463595795411525,44.781676391776585]}"
998,35,151,140,"{""type"":""Point"",""coordinates"":[20.44242716150976,44.763546854903375]}"
999,38,136,128,"{""type"":""Point"",""coordinates"":[20.285918893484602,44.82766990766148]}"
